0,1
0,12
0,16
1,2
1,7
2,3
3,4
3,16
4,5
5,6
6,24
6,31
6,35
7,8
7,26
8,9
8,12
9,10
10,11
10,27
11,28
12,13
13,14
13,25
14,15
14,17
14,29
15,23
16,17
16,18
17,21
18,19
18,21
19,20
20,22
20,42
21,22
22,23
24,42
27,28
27,29
28,30
29,30
31,32
32,33
33,34
34,41
35,36
36,37
37,38
38,39
39,40
40,41
